Customer placed order datetime,Placed order with restaurant datetime,Driver at restaurant datetime,Delivered to consumer datetime,Driver ID,Restaurant ID,Consumer ID,Delivery Region,Is ASAP,Order total,Amount of discount,Amount of tip,Refunded amount,Customer placed order (minutes),Placed order with restaurant (minutes),Driver at restaurant (minutes),Delivered to consumer (minutes),Day,Time_to_Restaurant (min),Restaurant_Prep_Time (min),Total_Delivery_Time (min),DayOfWeek,IsWeekend,IsHolidayPeriod,Net_Revenue,Hour_of_Day
07 20:54:04,07 20:55:51,07 20:58:24,07 21:17:56,294,66,86345,Palo Alto,True,29.76,6.0,1.09,0.0,9894.066666666668,9895.85,9898.4,9917.933333333332,7,1.7833333333328483,2.5499999999992724,23.86666666666497,Monday,0,0,29.76,20
07 20:57:24,07 20:59:21,,07 21:17:48,325,62,5548,Palo Alto,True,36.34,0.0,1.39,0.0,9897.4,9899.35,,9917.8,7,1.9500000000007276,,20.399999999999636,Monday,0,0,36.34,20
07 20:59:53,08 00:05:42,,08 00:48:45,320,8,1471,Palo Alto,False,20.14,0.0,4.0,0.0,9899.883333333333,10085.7,,10128.75,7,185.81666666666752,,228.8666666666668,Monday,0,0,20.14,20
07 21:00:25,08 17:23:20,08 18:36:31,08 19:08:38,154,79,6711,Palo Alto,False,213.0,0.0,27.66,0.0,9900.416666666666,11123.333333333334,11196.516666666666,11228.633333333333,7,1222.9166666666679,73.18333333333248,1328.2166666666672,Monday,0,0,213.0,21
07 21:01:00,07 21:01:13,07 21:08:47,07 21:33:14,320,44,1569,Mountain View,True,40.69,0.0,1.59,0.0,9901.0,9901.216666666667,9908.783333333333,9933.233333333334,7,0.21666666666715173,7.5666666666656965,32.233333333333576,Monday,0,0,40.69,21
07 21:21:48,07 23:53:37,08 00:11:50,08 00:55:32,313,241,34297,Palo Alto,False,23.9,0.0,0.0,23.9,9921.8,10073.616666666667,10091.833333333334,10135.533333333333,7,151.81666666666752,18.21666666666715,213.73333333333358,Monday,0,0,0.0,21
07 21:27:20,08 01:15:07,08 01:34:32,08 01:53:44,314,7,3214,Palo Alto,False,41.89,0.0,5.0,0.0,9927.333333333334,10155.116666666667,10174.533333333333,10193.733333333334,7,227.78333333333285,19.41666666666606,266.39999999999964,Monday,0,0,41.89,21
07 21:47:22,07 23:59:29,08 00:46:30,08 01:06:32,198,41,8656,Mountain View,False,78.81,0.0,6.69,0.0,9947.366666666667,10079.483333333334,10126.5,10146.533333333333,7,132.1166666666668,47.016666666666424,199.16666666666606,Monday,0,0,78.81,21
07 22:09:40,09 01:24:36,,09 01:42:57,313,5,5651,Palo Alto,False,81.85,0.0,6.97,0.0,9969.666666666666,11604.6,,11622.95,7,1634.9333333333343,,1653.2833333333347,Monday,0,0,81.85,22
07 22:15:47,08 01:12:32,08 01:25:49,08 02:03:51,156,9,86435,Palo Alto,False,15.14,6.0,0.42,0.0,9975.783333333333,10152.533333333333,10165.816666666668,10203.85,7,176.75,13.283333333334667,228.06666666666752,Monday,0,0,15.14,22
07 22:26:37,08 00:06:28,08 00:37:52,08 00:59:19,242,232,1189,Palo Alto,False,72.77,0.0,10.0,0.0,9986.616666666667,10086.466666666667,10117.866666666667,10139.316666666668,7,99.85000000000036,31.399999999999636,152.70000000000073,Monday,0,0,72.77,22
07 22:27:02,07 23:58:35,,08 00:25:14,345,12,1210,Palo Alto,False,35.8,0.0,1.37,0.0,9987.033333333333,10078.583333333334,,10105.233333333334,7,91.55000000000109,,118.20000000000073,Monday,0,0,35.8,22
07 22:36:26,07 23:21:38,07 23:57:36,08 00:11:46,249,275,23056,San Jose,False,79.56,0.0,3.37,0.0,9996.433333333332,10041.633333333333,10077.6,10091.766666666666,7,45.20000000000073,35.96666666666715,95.33333333333394,Monday,0,0,79.56,22
07 22:36:54,08 00:21:16,08 01:52:50,08 02:21:24,324,20,5913,Palo Alto,False,65.65,0.0,2.74,0.0,9996.9,10101.266666666666,10192.833333333334,10221.4,7,104.36666666666679,91.56666666666752,224.5,Monday,0,0,65.65,22
07 22:37:38,08 17:23:51,08 18:15:44,08 18:51:50,248,121,85878,Mountain View,False,171.97,0.0,7.35,0.0,9997.633333333333,11123.85,11175.733333333334,11211.833333333334,7,1126.2166666666672,51.88333333333321,1214.2000000000007,Monday,0,0,171.97,22
07 22:44:22,07 23:31:51,07 23:50:23,08 00:18:31,340,19,14519,Palo Alto,False,27.7,0.0,1.39,0.0,10004.366666666667,10051.85,10070.383333333333,10098.516666666666,7,47.483333333333576,18.53333333333285,94.14999999999964,Monday,0,0,27.7,22
07 22:45:09,08 03:11:48,08 03:29:25,08 04:00:16,313,220,83205,Palo Alto,False,103.77,6.0,13.48,0.0,10005.15,10271.8,10289.416666666666,10320.266666666666,7,266.64999999999964,17.616666666666788,315.1166666666668,Monday,0,0,103.77,22
07 22:46:14,07 22:54:54,07 23:45:55,08 00:19:44,195,200,9795,Palo Alto,False,209.93,0.0,18.2,0.0,10006.233333333334,10014.9,10065.916666666666,10099.733333333334,7,8.66666666666606,51.016666666666424,93.5,Monday,0,0,209.93,22
07 22:47:12,08 00:06:42,07 23:53:55,08 00:48:39,168,179,86491,San Jose,False,42.92,6.0,2.15,0.0,10007.2,10086.7,10073.916666666666,10128.65,7,79.5,-12.783333333334667,121.44999999999891,Monday,0,0,42.92,22
07 22:48:22,07 23:27:48,,08 00:23:39,320,8,3084,Palo Alto,False,31.01,0.0,1.15,0.0,10008.366666666667,10047.8,,10103.65,7,39.433333333332484,,95.28333333333285,Monday,0,0,31.01,22
07 22:54:17,07 23:59:09,08 00:33:48,08 00:58:02,79,27,34,Palo Alto,False,34.66,0.0,3.95,0.0,10014.283333333333,10079.15,10113.8,10138.033333333333,7,64.86666666666679,34.649999999999636,123.75,Monday,0,0,34.66,22
07 22:54:28,07 23:20:11,08 00:50:51,08 01:04:50,265,63,4432,Palo Alto,False,164.2,0.0,20.99,0.0,10014.466666666667,10040.183333333332,10130.85,10144.833333333334,7,25.716666666665333,90.66666666666788,130.3666666666668,Monday,0,0,164.2,22
07 22:55:13,08 00:00:14,08 00:30:37,08 01:00:12,249,195,13136,San Jose,False,42.38,0.0,1.67,0.0,10015.216666666667,10080.233333333334,10110.616666666667,10140.2,7,65.01666666666642,30.383333333333212,124.98333333333358,Monday,0,0,42.38,22
07 22:55:55,08 00:07:49,08 00:46:47,08 01:11:16,317,160,86488,San Jose,False,31.94,6.0,1.6,0.0,10015.916666666666,10087.816666666668,10126.783333333333,10151.266666666666,7,71.90000000000146,38.96666666666533,135.35000000000036,Monday,0,0,31.94,22
07 23:03:22,07 23:19:44,07 23:55:50,08 00:25:20,282,201,14581,San Jose,False,33.82,0.0,1.27,0.0,10023.366666666667,10039.733333333334,10075.833333333334,10105.333333333334,7,16.366666666666788,36.100000000000364,81.96666666666715,Monday,0,0,33.82,23
07 23:04:07,08 00:25:45,08 00:51:10,08 01:12:00,73,80,2909,Palo Alto,False,42.95,0.0,2.0,0.0,10024.116666666667,10105.75,10131.166666666666,10152.0,7,81.63333333333321,25.41666666666606,127.88333333333321,Monday,0,0,42.95,23
07 23:13:52,07 23:20:44,07 23:55:42,08 00:22:22,131,127,11551,San Jose,False,129.45,0.0,5.4,0.0,10033.866666666667,10040.733333333334,10075.7,10102.366666666667,7,6.866666666666788,34.96666666666715,68.5,Monday,0,0,129.45,23
07 23:14:34,07 23:38:53,08 00:30:14,08 00:58:15,215,8,2454,Palo Alto,False,52.71,0.0,4.29,0.0,10034.566666666668,10058.883333333333,10110.233333333334,10138.25,7,24.316666666665697,51.350000000000364,103.68333333333248,Monday,0,0,52.71,23
07 23:16:34,07 23:41:57,07 23:54:14,08 00:21:06,245,122,12949,Mountain View,False,49.34,0.0,5.97,0.0,10036.566666666668,10061.95,10074.233333333334,10101.1,7,25.383333333333212,12.283333333332848,64.53333333333285,Monday,0,0,49.34,23
07 23:17:27,07 23:19:41,07 23:44:32,08 00:14:36,319,68,201,Palo Alto,False,36.99,0.0,2.85,0.0,10037.45,10039.683333333332,10064.533333333333,10094.6,7,2.233333333331757,24.850000000000364,57.149999999999636,Monday,0,0,36.99,23
07 23:21:47,08 00:35:57,08 00:56:05,08 01:13:06,291,16,27495,Palo Alto,False,25.52,0.0,3.0,1.45,10041.783333333333,10115.95,10136.083333333334,10153.1,7,74.16666666666788,20.133333333333212,111.31666666666752,Monday,0,0,24.07,23
07 23:23:54,07 23:29:19,08 00:02:44,08 00:19:51,109,316,12052,San Jose,False,53.31,0.0,2.17,0.0,10043.9,10049.316666666668,10082.733333333334,10099.85,7,5.416666666667879,33.41666666666606,55.95000000000073,Monday,0,0,53.31,23
07 23:26:48,07 23:29:39,08 00:07:55,08 00:30:12,73,84,786,Palo Alto,False,97.68,0.0,4.21,0.0,10046.8,10049.65,10087.916666666666,10110.2,7,2.850000000000364,38.266666666666424,63.400000000001455,Monday,0,0,97.68,23
07 23:27:59,08 00:16:48,,08 00:53:18,340,83,1779,Palo Alto,False,18.45,0.0,0.57,0.0,10047.983333333334,10096.8,,10133.3,7,48.8166666666657,,85.3166666666657,Monday,0,0,18.45,23
07 23:30:05,07 23:38:23,,08 00:32:46,36,169,72878,San Jose,False,67.12,0.0,8.43,0.0,10050.083333333334,10058.383333333333,,10112.766666666666,7,8.299999999999272,,62.683333333332484,Monday,0,0,67.12,23
07 23:30:44,07 23:36:37,08 00:04:29,08 00:26:38,317,170,3361,San Jose,True,31.99,0.0,3.58,0.0,10050.733333333334,10056.616666666667,10084.483333333334,10106.633333333333,7,5.883333333333212,27.866666666666788,55.899999999999636,Monday,0,0,31.99,23
07 23:32:07,07 23:41:32,08 00:40:04,08 01:09:18,257,272,13177,San Jose,True,20.66,0.0,2.84,0.0,10052.116666666667,10061.533333333333,10120.066666666668,10149.3,7,9.41666666666606,58.53333333333467,97.18333333333248,Monday,0,0,20.66,23
07 23:33:36,07 23:35:29,07 23:50:43,08 00:05:37,311,57,5409,Palo Alto,True,24.98,0.0,0.87,0.0,10053.6,10055.483333333334,10070.716666666667,10085.616666666667,7,1.883333333333212,15.233333333333576,32.016666666666424,Monday,0,0,24.98,23
07 23:35:24,07 23:46:42,08 00:26:39,08 00:41:31,314,62,10305,Palo Alto,False,78.16,0.0,3.91,0.0,10055.4,10066.7,10106.65,10121.516666666666,7,11.300000000001091,39.94999999999891,66.11666666666679,Monday,0,0,78.16,23
07 23:37:21,07 23:38:28,07 23:49:57,08 00:10:45,207,44,35974,Mountain View,True,58.04,0.0,2.9,0.0,10057.35,10058.466666666667,10069.95,10090.75,7,1.116666666666788,11.483333333333576,33.399999999999636,Monday,0,0,58.04,23
07 23:37:54,08 00:06:45,08 00:25:49,08 01:12:12,168,179,85036,San Jose,True,19.59,6.0,0.98,0.0,10057.9,10086.75,10105.816666666668,10152.2,7,28.850000000000364,19.066666666667516,94.30000000000109,Monday,0,0,19.59,23
07 23:38:14,07 23:40:40,07 23:44:59,08 00:05:23,349,59,3537,Palo Alto,True,14.65,0.0,0.39,0.0,10058.233333333334,10060.666666666666,10064.983333333334,10085.383333333333,7,2.4333333333324845,4.3166666666675155,27.149999999999636,Monday,0,0,14.65,23
07 23:39:46,07 23:42:32,08 00:03:47,08 00:39:18,147,6,9791,Palo Alto,True,129.57,0.0,10.81,0.0,10059.766666666666,10062.533333333333,10083.783333333333,10119.3,7,2.766666666666424,21.25,59.53333333333285,Monday,0,0,129.57,23
07 23:40:47,07 23:55:44,08 00:23:11,08 00:40:46,343,94,1424,Palo Alto,False,146.85,0.0,6.2,0.0,10060.783333333333,10075.733333333334,10103.183333333332,10120.766666666666,7,14.950000000000728,27.44999999999891,59.983333333333576,Monday,0,0,146.85,23
07 23:41:40,07 23:43:34,,08 00:23:33,145,83,3615,Palo Alto,True,35.2,0.0,1.34,0.0,10061.666666666666,10063.566666666668,,10103.55,7,1.9000000000014552,,41.88333333333321,Monday,0,0,35.2,23
07 23:44:01,07 23:44:24,07 23:59:00,08 00:21:59,64,266,2973,Mountain View,True,35.25,0.0,2.69,0.0,10064.016666666666,10064.4,10079.0,10101.983333333334,7,0.38333333333321207,14.600000000000364,37.96666666666715,Monday,0,0,35.25,23
07 23:46:39,07 23:47:23,08 00:00:27,08 00:23:29,198,96,10475,Mountain View,True,33.19,0.0,1.25,0.0,10066.65,10067.383333333333,10080.45,10103.483333333334,7,0.7333333333335759,13.066666666667516,36.83333333333394,Monday,0,0,33.19,23
07 23:47:45,08 00:00:36,08 00:55:06,08 01:28:12,277,221,13595,Mountain View,False,192.42,0.0,8.29,0.0,10067.75,10080.6,10135.1,10168.2,7,12.850000000000364,54.5,100.45000000000073,Monday,0,0,192.42,23
07 23:49:11,08 00:23:13,08 01:09:22,08 01:33:09,216,68,86486,Palo Alto,False,77.07,6.0,3.26,0.0,10069.183333333332,10103.216666666667,10149.366666666667,10173.15,7,34.03333333333467,46.149999999999636,103.96666666666715,Monday,0,0,77.07,23
07 23:49:18,07 23:49:48,08 00:00:07,08 00:24:53,248,221,1719,Mountain View,True,69.4,0.0,2.91,0.0,10069.3,10069.8,10080.116666666667,10104.883333333333,7,0.5,10.316666666667516,35.58333333333394,Monday,0,0,69.4,23
07 23:51:45,07 23:52:38,08 00:31:22,08 00:52:32,131,127,12300,San Jose,True,89.47,0.0,4.47,0.0,10071.75,10072.633333333333,10111.366666666667,10132.533333333333,7,0.8833333333332121,38.733333333333576,60.78333333333285,Monday,0,0,89.47,23
07 23:51:59,07 23:53:28,08 00:04:30,08 00:22:12,242,3,1925,Palo Alto,True,39.66,0.0,3.09,0.0,10071.983333333334,10073.466666666667,10084.5,10102.2,7,1.4833333333335759,11.033333333332848,30.21666666666715,Monday,0,0,39.66,23
07 23:52:00,08 01:25:40,08 01:47:38,08 02:11:39,277,242,9730,Mountain View,False,54.34,0.0,6.66,0.0,10072.0,10165.666666666666,10187.633333333333,10211.65,7,93.66666666666606,21.96666666666715,139.64999999999964,Monday,0,0,54.34,23
07 23:52:57,08 17:58:24,08 18:06:06,08 18:24:10,163,4,10342,Palo Alto,False,30.96,0.0,2.29,0.0,10072.95,11158.4,11166.1,11184.166666666666,7,1085.449999999999,7.700000000000728,1111.2166666666653,Monday,0,0,30.96,23
07 23:54:32,07 23:54:45,08 00:05:13,08 00:21:26,291,8,59153,Palo Alto,True,17.96,0.0,1.1,0.0,10074.533333333333,10074.75,10085.216666666667,10101.433333333332,7,0.21666666666715173,10.466666666667152,26.899999999999636,Monday,0,0,17.96,23
07 23:55:53,07 23:56:08,08 00:56:49,08 01:12:06,154,97,8000,Palo Alto,True,262.94,0.0,11.53,0.0,10075.883333333333,10076.133333333333,10136.816666666668,10152.1,7,0.25,60.6833333333343,76.21666666666715,Monday,0,0,262.94,23
07 23:56:05,07 23:59:05,08 00:05:56,08 00:31:23,327,12,37138,Palo Alto,True,16.33,0.0,3.0,0.0,10076.083333333334,10079.083333333334,10085.933333333332,10111.383333333333,7,3.0,6.849999999998545,35.29999999999927,Monday,0,0,16.33,23
07 23:57:00,07 23:59:16,,08 00:22:18,97,45,9707,Mountain View,True,36.94,6.0,1.85,0.0,10077.0,10079.266666666666,,10102.3,7,2.266666666666424,,25.299999999999272,Monday,0,0,36.94,23
07 23:57:18,08 00:02:13,,08 01:31:13,257,272,81969,San Jose,True,17.39,0.0,2.61,0.0,10077.3,10082.216666666667,,10171.216666666667,7,4.916666666667879,,93.91666666666788,Monday,0,0,17.39,23
07 23:57:21,08 00:13:50,,08 00:48:58,291,7,12953,Palo Alto,False,45.04,0.0,2.25,0.0,10077.35,10093.833333333334,,10128.966666666667,7,16.483333333333576,,51.61666666666679,Monday,0,0,45.04,23
07 23:59:17,08 04:27:03,08 04:39:12,08 05:17:26,313,232,3142,Palo Alto,False,9.73,0.0,0.0,0.0,10079.283333333333,10347.05,10359.2,10397.433333333332,7,267.7666666666664,12.150000000001455,318.14999999999964,Monday,0,0,9.73,23
07 23:59:29,08 00:01:10,08 00:09:17,08 00:28:07,330,72,9923,Palo Alto,True,61.32,0.0,3.07,0.0,10079.483333333334,10081.166666666666,10089.283333333333,10108.116666666667,7,1.6833333333324845,8.116666666666788,28.633333333333212,Monday,0,0,61.32,23
07 23:59:57,08 00:43:17,08 01:12:53,08 01:30:53,287,242,1980,Mountain View,False,61.35,0.0,6.14,0.0,10079.95,10123.283333333333,10152.883333333333,10170.883333333333,7,43.33333333333212,29.600000000000364,90.93333333333248,Monday,0,0,61.35,23
08 00:01:36,08 00:02:04,,08 00:32:49,349,83,3106,Palo Alto,True,69.51,0.0,3.48,0.0,10081.6,10082.066666666668,,10112.816666666668,8,0.46666666666715173,,31.21666666666715,Tuesday,0,0,69.51,0
08 00:01:55,08 00:02:22,08 00:20:25,08 01:01:56,311,8,2338,Palo Alto,True,88.6,0.0,7.59,96.19,10081.916666666666,10082.366666666667,10100.416666666666,10141.933333333332,8,0.4500000000007276,18.049999999999272,60.016666666666424,Tuesday,0,0,-7.590000000000003,0
08 00:02:00,08 00:03:12,,08 00:48:34,287,7,555,Mountain View,False,74.84,0.0,8.0,0.0,10082.0,10083.2,,10128.566666666668,8,1.2000000000007276,,46.566666666667516,Tuesday,0,0,74.84,0
08 00:02:48,08 00:03:07,08 00:24:31,08 00:46:02,214,19,10512,Palo Alto,True,87.02,0.0,3.0,0.0,10082.8,10083.116666666667,10104.516666666666,10126.033333333333,8,0.31666666666751553,21.399999999999636,43.233333333333576,Tuesday,0,0,87.02,0
08 00:03:39,08 00:36:38,08 01:24:13,08 01:41:54,200,8,54,Palo Alto,False,17.42,0.0,0.87,0.0,10083.65,10116.633333333333,10164.216666666667,10181.9,8,32.983333333333576,47.58333333333394,98.25,Tuesday,0,0,17.42,0
08 00:04:19,08 00:05:31,08 00:25:59,08 01:02:16,287,69,3714,Mountain View,True,48.85,0.0,3.94,0.0,10084.316666666668,10085.516666666666,10105.983333333334,10142.266666666666,8,1.1999999999989086,20.46666666666715,57.94999999999891,Tuesday,0,0,48.85,0
08 00:04:32,08 00:47:40,08 00:52:32,08 01:15:06,156,72,6245,Palo Alto,False,52.52,0.0,0.0,0.0,10084.533333333333,10127.666666666666,10132.533333333333,10155.1,8,43.13333333333321,4.866666666666788,70.56666666666752,Tuesday,0,0,52.52,0
08 00:04:35,08 00:38:45,08 01:12:41,08 01:22:14,97,306,42900,Mountain View,False,46.07,0.0,1.84,0.0,10084.583333333334,10118.75,10152.683333333332,10162.233333333334,8,34.16666666666606,33.933333333332484,77.64999999999964,Tuesday,0,0,46.07,0
08 00:05:27,08 00:10:04,08 00:13:21,08 00:33:14,277,43,2914,Mountain View,True,27.1,0.0,1.36,0.0,10085.45,10090.066666666668,10093.35,10113.233333333334,8,4.616666666666788,3.2833333333328483,27.78333333333285,Tuesday,0,0,27.1,0
08 00:06:13,08 00:06:39,,08 00:46:34,147,8,11954,Palo Alto,True,26.93,0.0,1.92,0.0,10086.216666666667,10086.65,,10126.566666666668,8,0.43333333333248447,,40.350000000000364,Tuesday,0,0,26.93,0
08 00:06:18,08 00:07:53,08 00:53:31,08 01:04:18,343,47,3929,Palo Alto,False,35.36,0.0,1.77,0.0,10086.3,10087.883333333333,10133.516666666666,10144.3,8,1.5833333333339397,45.63333333333321,58.0,Tuesday,0,0,35.36,0
08 00:06:58,08 00:07:41,08 00:28:58,08 01:01:10,228,170,78596,San Jose,True,66.41,0.0,5.55,7.56,10086.966666666667,10087.683333333332,10108.966666666667,10141.166666666666,8,0.7166666666653327,21.283333333334667,54.19999999999891,Tuesday,0,0,58.849999999999994,0
08 00:07:08,08 00:11:57,08 00:30:24,08 01:03:02,207,341,9606,Mountain View,True,51.13,0.0,2.07,0.0,10087.133333333333,10091.95,10110.4,10143.033333333333,8,4.8166666666675155,18.44999999999891,55.899999999999636,Tuesday,0,0,51.13,0
08 00:07:33,08 00:10:29,08 00:23:36,08 00:45:12,156,83,9923,Palo Alto,True,106.59,0.0,5.33,0.0,10087.55,10090.483333333334,10103.6,10125.2,8,2.9333333333343035,13.116666666666788,37.650000000001455,Tuesday,0,0,106.59,0
08 00:08:41,08 00:09:13,,08 01:05:18,311,9,11825,Palo Alto,True,40.2,0.0,4.71,0.0,10088.683333333332,10089.216666666667,,10145.3,8,0.5333333333346673,,56.61666666666679,Tuesday,0,0,40.2,0
08 00:10:38,08 00:11:44,08 00:23:31,08 00:58:00,319,8,12114,Palo Alto,True,26.06,0.0,0.92,0.0,10090.633333333333,10091.733333333334,10103.516666666666,10138.0,8,1.1000000000003638,11.783333333332848,47.36666666666679,Tuesday,0,0,26.06,0
08 00:11:02,08 00:25:22,08 00:42:18,08 01:06:27,282,267,12278,San Jose,True,25.58,0.0,1.8,0.0,10091.033333333333,10105.366666666667,10122.3,10146.45,8,14.33333333333394,16.933333333332484,55.41666666666788,Tuesday,0,0,25.58,0
08 00:11:58,08 00:16:58,08 01:43:02,08 02:07:32,216,20,86628,Palo Alto,False,101.59,6.0,4.39,0.0,10091.966666666667,10096.966666666667,10183.033333333333,10207.533333333333,8,5.0,86.0666666666657,115.5666666666657,Tuesday,0,0,101.59,0
08 00:12:09,08 00:25:26,08 00:50:57,08 01:07:05,227,194,18378,San Jose,True,54.94,0.0,2.75,0.0,10092.15,10105.433333333332,10130.95,10147.083333333334,8,13.283333333332848,25.516666666668243,54.9333333333343,Tuesday,0,0,54.94,0
08 00:13:16,08 00:36:23,,08 01:51:45,274,41,417,Mountain View,False,60.92,0.0,2.52,0.0,10093.266666666666,10116.383333333333,,10191.75,8,23.116666666666788,,98.48333333333358,Tuesday,0,0,60.92,0
08 00:13:19,08 00:14:32,,08 01:03:10,248,76,86637,Mountain View,True,58.42,6.0,7.23,0.0,10093.316666666668,10094.533333333333,,10143.166666666666,8,1.2166666666653327,,49.849999999998545,Tuesday,0,0,58.42,0
08 00:13:59,08 00:34:17,08 00:41:51,08 00:58:52,36,271,86585,San Jose,True,23.39,6.0,4.0,0.0,10093.983333333334,10114.283333333333,10121.85,10138.866666666667,8,20.299999999999272,7.5666666666675155,44.88333333333321,Tuesday,0,0,23.39,0
08 00:15:59,08 00:42:51,,08 01:25:03,214,7,1120,Palo Alto,False,45.1,0.0,2.26,0.0,10095.983333333334,10122.85,,10165.05,8,26.866666666666788,,69.0666666666657,Tuesday,0,0,45.1,0
08 00:16:31,08 01:04:27,,08 01:38:39,259,3,6357,Palo Alto,False,28.78,0.0,1.04,0.0,10096.516666666666,10144.45,,10178.65,8,47.9333333333343,,82.13333333333321,Tuesday,0,0,28.78,0
08 00:17:12,08 00:20:32,08 00:28:44,08 00:49:08,267,9,7418,Palo Alto,True,75.0,0.0,9.51,0.0,10097.2,10100.533333333333,10108.733333333334,10129.133333333333,8,3.3333333333321207,8.200000000000728,31.933333333332484,Tuesday,0,0,75.0,0
08 00:17:51,08 00:37:42,08 00:46:37,08 01:11:13,334,170,76722,San Jose,True,27.21,0.0,1.36,0.0,10097.85,10117.7,10126.616666666667,10151.216666666667,8,19.850000000000364,8.91666666666606,53.36666666666679,Tuesday,0,0,27.21,0
08 00:18:55,08 00:19:25,08 00:27:53,08 01:05:05,219,8,2017,Palo Alto,True,36.88,0.0,2.84,0.0,10098.916666666666,10099.416666666666,10107.883333333333,10145.083333333334,8,0.5,8.466666666667152,46.16666666666788,Tuesday,0,0,36.88,0
08 00:18:57,08 00:36:15,08 01:03:19,08 01:22:41,36,276,47850,San Jose,True,40.77,0.0,6.12,0.0,10098.95,10116.25,10143.316666666668,10162.683333333332,8,17.299999999999272,27.066666666667516,63.73333333333176,Tuesday,0,0,40.77,0
08 00:20:57,08 00:22:07,,08 01:03:00,319,8,8123,Palo Alto,True,19.0,0.0,0.95,0.0,10100.95,10102.116666666667,,10143.0,8,1.1666666666660603,,42.04999999999927,Tuesday,0,0,19.0,0
08 00:20:59,08 00:23:38,,08 00:57:15,219,9,6472,Palo Alto,True,33.73,0.0,1.69,0.0,10100.983333333334,10103.633333333333,,10137.25,8,2.649999999999636,,36.266666666666424,Tuesday,0,0,33.73,0
08 00:21:54,08 01:18:15,08 01:24:58,08 01:45:21,245,90,2180,Mountain View,False,20.14,0.0,0.65,0.0,10101.9,10158.25,10164.966666666667,10185.35,8,56.350000000000364,6.716666666667152,83.45000000000073,Tuesday,0,0,20.14,0
08 00:22:05,08 01:31:17,,08 02:06:20,145,8,9189,Palo Alto,True,28.84,0.0,1.05,0.0,10102.083333333334,10171.283333333333,,10206.333333333334,8,69.19999999999891,,104.25,Tuesday,0,0,28.84,0
08 00:23:07,08 01:20:48,08 01:39:54,08 02:06:24,287,224,2855,Mountain View,False,48.41,0.0,3.9,0.0,10103.116666666667,10160.8,10179.9,10206.4,8,57.683333333332484,19.100000000000364,103.28333333333285,Tuesday,0,0,48.41,0
08 00:23:26,08 00:24:01,08 00:45:04,08 01:09:04,200,8,669,Palo Alto,True,29.33,0.0,1.07,0.0,10103.433333333332,10104.016666666666,10125.066666666668,10149.066666666668,8,0.5833333333339397,21.05000000000109,45.63333333333503,Tuesday,0,0,29.33,0
08 00:24:03,08 00:50:25,08 01:08:42,08 01:30:36,228,154,52969,San Jose,True,59.07,0.0,2.44,0.0,10104.05,10130.416666666666,10148.7,10170.6,8,26.366666666666788,18.283333333334667,66.55000000000109,Tuesday,0,0,59.07,0
08 00:24:59,08 00:28:12,,08 01:00:48,216,9,6064,Palo Alto,True,62.39,0.0,3.12,0.0,10104.983333333334,10108.2,,10140.8,8,3.2166666666671517,,35.8166666666657,Tuesday,0,0,62.39,0
08 00:25:15,08 00:26:48,08 00:49:42,08 01:13:50,29,47,56808,Palo Alto,True,128.63,0.0,17.1,0.0,10105.25,10106.8,10129.7,10153.833333333334,8,1.5499999999992724,22.900000000001455,48.58333333333394,Tuesday,0,0,128.63,0
08 00:26:18,08 00:26:29,08 00:43:07,08 01:13:28,195,8,37957,Palo Alto,True,24.98,0.0,2.61,0.0,10106.3,10106.483333333334,10123.116666666667,10153.466666666667,8,0.18333333333430346,16.633333333333212,47.16666666666788,Tuesday,0,0,24.98,0
08 00:27:38,08 00:34:21,,08 00:56:23,97,89,7920,Mountain View,True,17.91,0.0,1.64,0.0,10107.633333333333,10114.35,,10136.383333333333,8,6.716666666667152,,28.75,Tuesday,0,0,17.91,0
08 00:27:51,08 01:04:34,08 01:44:03,08 02:09:35,313,205,4087,Palo Alto,False,28.67,0.0,1.04,0.0,10107.85,10144.566666666668,10184.05,10209.583333333334,8,36.71666666666715,39.48333333333176,101.73333333333358,Tuesday,0,0,28.67,0
08 00:29:30,08 00:29:51,08 00:41:29,08 01:15:38,330,8,3105,Palo Alto,True,19.54,0.0,0.98,0.0,10109.5,10109.85,10121.483333333334,10155.633333333333,8,0.3500000000003638,11.633333333333212,46.13333333333321,Tuesday,0,0,19.54,0
08 00:30:42,08 00:32:56,08 00:41:08,08 01:51:49,327,9,2603,Palo Alto,True,29.33,0.0,2.14,0.0,10110.7,10112.933333333332,10121.133333333333,10191.816666666668,8,2.233333333331757,8.200000000000728,81.11666666666679,Tuesday,0,0,29.33,0
08 00:30:58,08 00:36:31,08 01:38:39,08 02:04:37,214,8,1376,Palo Alto,False,87.95,0.0,3.76,0.0,10110.966666666667,10116.516666666666,10178.65,10204.616666666667,8,5.549999999999272,62.13333333333321,93.64999999999964,Tuesday,0,0,87.95,0
08 00:31:50,08 00:32:15,08 00:46:45,08 01:11:41,345,83,4559,Palo Alto,True,55.16,0.0,2.76,0.0,10111.833333333334,10112.25,10126.75,10151.683333333332,8,0.41666666666606034,14.5,39.849999999998545,Tuesday,0,0,55.16,0
08 00:32:39,08 00:59:51,08 01:26:23,08 01:46:09,29,70,19789,Palo Alto,False,28.35,0.0,2.05,0.0,10112.65,10139.85,10166.383333333333,10186.15,8,27.200000000000728,26.53333333333285,73.5,Tuesday,0,0,28.35,0
